feature_1,feature_2,label
1.672963011,3.319116338,Trung bình
-1.724061605,-4.060668765,Trung bình
1.456616549,-1.526059532,Yếu
5.867085223,7.071890529,Trung bình
-5.511664097,2.826982925,Yếu
-2.624614448,0.237435881,Trung bình
0.58467208,0.5165908,Trung bình
6.131682768,0.962727731,Trung bình
0.215524357,-5.320845219,Trung bình
6.053629574,0.437452096,Trung bình
-2.805622089,-3.855716996,Trung bình
-3.665708091,2.068219051,Yếu
-4.122686903,5.180940866,Trung bình
-2.77016737,-2.206918612,Trung bình
2.100867569,-1.548164912,Trung bình
0.936100342,4.982107143,Trung bình
2.357328674,1.1688479,Trung bình
-4.401615026,2.935971803,Trung bình
-2.562693546,5.803875971,Trung bình
-0.020520498,5.395464151,Trung bình
1.051609632,2.436417346,Trung bình
-3.459523129,-4.005413129,Trung bình
-1.591206629,-0.542016565,Trung bình
-5.061363518,-2.953900982,Trung bình
1.806963165,1.626632035,Yếu
1.587362049,-2.35208836,Trung bình
3.102223087,2.617758684,Trung bình
-3.002477053,0.737212824,Trung bình
-2.381220661,5.724983459,Yếu
-0.728150836,-1.977494112,Yếu
-2.973288861,-0.647663873,Trung bình
3.459908341,-3.560498898,Trung bình
-3.753434809,-3.927499958,Yếu
-0.024427887,-1.87413043,Trung bình
4.944852299,1.573913929,Trung bình
-2.559394524,2.868824258,Trung bình
3.516764166,2.368218626,Giỏi
0.843082459,-6.326816176,Yếu
-0.567122418,0.994001382,Trung bình
0.270938765,3.80487897,Trung bình
2.188220075,-5.219200902,Trung bình
-1.823841745,2.893435434,Trung bình
2.091035484,-1.923666245,Trung bình
5.695357549,-7.492146514,Trung bình
3.444793473,3.485021101,Trung bình
-1.906076248,-3.952595623,Trung bình
5.313038747,8.08088292,Trung bình
-0.843165622,8.801451122,Trung bình
-4.231487515,-0.188037242,Trung bình
5.115217051,3.550297648,Trung bình
4.388051903,3.122984315,Trung bình
-0.856212919,7.374785627,Trung bình
5.725098252,-5.318022612,Trung bình
-1.98040395,-2.598016473,Trung bình
-4.951491714,-1.476821944,Trung bình
0.713226444,0.194164549,Trung bình
-1.713783821,-10.48612837,Trung bình
3.214847233,0.155396001,Trung bình
2.006956874,5.513076271,Trung bình
6.424733964,-4.287459459,Trung bình
8.677039574,1.067193951,Trung bình
-0.865072781,2.749284746,Giỏi
1.206139639,6.893915694,Trung bình
-0.943930662,-4.432170351,Trung bình
-5.036127529,2.496117479,Trung bình
-7.857367432,0.252156085,Trung bình
-2.129274042,-2.176578985,Trung bình
1.601990215,6.603246978,Trung bình
-2.798989628,-0.775757756,Trung bình
1.108652135,-2.560310471,Trung bình
-5.452701961,1.592108994,Trung bình
4.101688942,9.003136883,Trung bình
2.242961441,1.484539104,Trung bình
-4.143307386,-0.681640687,Trung bình
-4.177361491,-2.522673964,Trung bình
2.184185519,-4.763277643,Trung bình
1.338512638,-5.320315017,Trung bình
-4.660587511,1.817429325,Trung bình
2.582015492,1.798038079,Trung bình
-3.741053044,3.290026401,Trung bình
-1.124811211,2.389987012,Yếu
5.763492115,-1.186142396,Trung bình
-4.955711996,-1.667097355,Trung bình
2.355877518,-2.315733143,Trung bình
-1.482832874,4.170899975,Trung bình
2.269899577,-2.548809531,Trung bình
2.206963018,8.821352364,Trung bình
-5.715049095,1.291690142,Trung bình
-0.000109786,5.44059079,Trung bình
-5.539069668,-0.887558152,Giỏi
-1.555074047,0.060656519,Trung bình
1.991256542,3.083750437,Trung bình
-5.198637451,2.603081005,Trung bình
3.564679315,-4.819086935,Trung bình
-1.875835865,3.889073632,Trung bình
2.524210419,-4.632484017,Trung bình
3.992786645,-2.134409879,Trung bình
-2.883275686,6.789398175,Trung bình
2.342355985,-0.440720694,Trung bình
0.806577664,3.283227634,Trung bình
-0.18268835,-1.64150862,Trung bình
-3.794515891,5.103145406,Trung bình
-3.636453958,-6.034879575,Trung bình
3.52693132,-0.002042554,Trung bình
-0.004530934,7.341561023,Trung bình
-7.436367384,-0.133195744,Trung bình
4.022608312,-5.070988797,Trung bình
2.976096217,-5.124098865,Trung bình
-1.266258748,2.592106712,Trung bình
2.545701864,-4.329653403,Trung bình
-5.589159196,-9.809968972,Trung bình
3.219973409,-3.808370732,Trung bình
-7.035232884,-0.342303419,Trung bình
2.027917346,2.37739683,Trung bình
1.776901925,-1.202590174,Trung bình
-2.382544768,-2.726010157,Trung bình
4.368069533,1.034746391,Trung bình
3.134945029,2.482182311,Trung bình
-2.633418374,5.361761385,Trung bình
3.438848585,0.159023392,Giỏi
3.225662616,-4.142708643,Trung bình
2.765962806,2.846647762,Trung bình
2.398852418,2.014822557,Trung bình
-5.882465369,-1.44952342,Trung bình
-2.597662167,1.994984832,Trung bình
-7.05471616,2.654565964,Trung bình
5.5149261,-0.769182477,Trung bình
1.431079463,0.943211107,Trung bình
-3.001560384,-5.49954913,Trung bình
-0.301929134,0.282173108,Trung bình
-4.101890199,-0.797360971,Trung bình
-2.177993967,8.895073774,Trung bình
1.197809226,0.591221546,Trung bình
-1.077003044,-3.918344161,Trung bình
-2.832075017,1.98719323,Trung bình
2.036498995,-0.483600779,Trung bình
2.469802772,1.818269743,Trung bình
3.044400909,-0.035377948,Trung bình
-6.538088305,-2.762131794,Trung bình
1.094406575,12.214685693,Trung bình
2.865343741,-2.953861435,Trung bình
4.238404932,-2.874702311,Trung bình
1.745865175,-0.700935463,Trung bình
-1.961822235,-4.288101917,Trung bình
4.389169371,-0.731306788,Trung bình
-0.547543252,-0.657033681,Trung bình
-1.249127761,-2.504339387,Trung bình
1.253217191,-5.173032299,Trung bình
5.927660981,-2.97174087,Yếu
0.261562837,-3.700889896,Trung bình
-5.407243946,-2.021890884,Trung bình
2.078241538,-1.21023549,Trung bình
0.178280259,1.912151415,Trung bình
5.059701935,-4.7928627,Giỏi
-2.703867147,4.358823238,Trung bình
-10.082356529,-2.89253758,Trung bình
-0.460483433,-0.736376934,Trung bình
7.793841052,1.235660561,Trung bình
3.295882098,-2.527590588,Trung bình
4.21660818,-6.263978738,Yếu
-2.419364116,-2.980577964,Trung bình
0.457547695,-4.589770296,Trung bình
-2.742534608,4.193947828,Yếu
-0.401609766,-4.449902475,Trung bình
-0.241543871,-4.63758267,Trung bình
-9.826951787,-2.48419106,Trung bình
-2.712597586,1.412854533,Trung bình
0.837517004,-3.392574987,Trung bình
0.691475583,1.332447455,Trung bình
-3.394224047,-0.839294511,Trung bình
-4.209638213,6.602216927,Trung bình
-0.576364459,-1.005075673,Trung bình
-0.665891861,0.898034204,Trung bình
1.517904838,-2.805788655,Giỏi
2.966417823,0.68351074,Giỏi
-3.292434317,1.590484798,Trung bình
1.252107657,-0.797917184,Trung bình
0.179277662,-6.416245059,Trung bình
4.150900069,-1.416269517,Trung bình
3.940323715,2.32347361,Trung bình
-1.555370742,-3.258059267,Giỏi
1.078666632,8.885719296,Yếu
2.791751069,1.222333169,Trung bình
0.674405745,0.544479102,Trung bình
-0.423000274,2.667538155,Trung bình
5.219276768,-5.408488275,Trung bình
0.370145967,-5.938552809,Yếu
-2.008286385,-0.517688244,Trung bình
4.126784934,-0.136119079,Yếu
1.854805053,-3.131210354,Trung bình
6.797579422,3.307647028,Trung bình
-1.263965233,-2.397976804,Trung bình
-4.696607624,-5.111980407,Trung bình
3.618639527,-2.153964772,Trung bình
2.750003996,3.145628326,Trung bình
7.404994892,5.836948436,Yếu
-2.731399064,-0.091762863,Yếu
-0.511547476,-1.650214329,Yếu
2.439484727,-4.12712702,Trung bình
2.025849111,3.878136356,Giỏi
-8.059922001,1.370899982,Trung bình
2.582668683,2.565686153,Trung bình
2.447089307,-7.186365778,Trung bình
-2.667029348,9.874955128,Yếu
12.655021682,-0.122897216,Trung bình
3.764354783,2.247145253,Trung bình
-0.747905962,-7.508846934,Trung bình
-1.978198085,-2.22228425,Trung bình
-4.470914206,-2.170204219,Trung bình
-4.601248649,2.743029228,Trung bình
-1.921728077,-3.463354232,Yếu
-4.77814154,-0.630484781,Giỏi
-6.349184652,-0.559108873,Yếu
-4.652103168,-7.687571219,Trung bình
6.720382179,2.510030411,Trung bình
-0.475990615,0.232492604,Trung bình
4.694923269,0.411637373,Trung bình
1.115178846,-2.778331649,Trung bình
3.442803098,-5.961304556,Trung bình
-0.117505395,3.38691053,Trung bình
2.567263957,1.395145301,Trung bình
-2.169256807,5.287983217,Trung bình
-0.881790511,-2.889216146,Trung bình
0.785989885,-1.414283879,Trung bình
1.848199611,-2.505026182,Trung bình
-1.284562666,-4.287557165,Trung bình
2.242375313,3.436023366,Trung bình
-3.946704346,3.45582168,Yếu
6.721948533,-1.402193506,Trung bình
3.937450732,2.243603349,Giỏi
-0.908861157,7.735853678,Giỏi
-6.386260335,0.459114475,Trung bình
5.839877519,-3.803851948,Yếu
-8.786668203,-1.266456497,Trung bình
-0.11769252,-4.320162095,Trung bình
-0.00967314,2.353297312,Trung bình
0.993184261,0.6382836,Trung bình
2.629303515,3.30813896,Trung bình
-3.187957798,2.337836907,Giỏi
-3.609800493,-6.5792701,Trung bình
-2.353324437,9.938227424,Yếu
0.483394716,8.38034441,Trung bình
3.778040347,1.852112121,Trung bình
-6.169442289,-2.712576583,Trung bình
-1.212075336,-0.13734407,Trung bình
-3.793136202,-5.284544215,Trung bình
3.398135551,-3.436054747,Trung bình
5.007078269,-3.773800574,Trung bình
0.434795458,3.110817984,Trung bình
6.065080558,2.539092496,Trung bình
2.463501043,0.513371699,Giỏi
7.907211626,7.524628009,Trung bình
-1.391768285,-1.184433114,Giỏi
9.164835828,-1.156192124,Trung bình
-1.402896214,-0.487449198,Trung bình
-1.794341887,4.840735281,Trung bình
-1.057401503,7.132313209,Trung bình
-6.422262098,-1.045981938,Trung bình
3.915794959,1.001755057,Trung bình
-4.248355842,2.159975012,Trung bình
4.411806197,-0.534314585,Trung bình
6.728571044,3.521075883,Trung bình
-3.170287548,0.924815391,Trung bình
0.160830845,-2.558761052,Trung bình
2.134409227,1.175348789,Trung bình
-1.268252257,-2.930295385,Trung bình
-1.031091149,-2.194245969,Yếu
-5.137956077,-3.852589591,Trung bình
4.71284624,1.769518082,Trung bình
2.479269773,-3.158819322,Yếu
-0.662050816,1.365072072,Yếu
-2.157398366,1.579891756,Trung bình
-3.765384967,2.587585133,Trung bình
-4.475046905,9.023398882,Trung bình
-4.167915607,-0.5651864,Trung bình
4.816994075,-0.353794158,Trung bình
0.913725989,3.563251358,Yếu
-4.983145643,-6.64864088,Trung bình
-4.334556015,-1.497672424,Yếu
2.78287404,3.184657947,Trung bình
-1.865778847,-0.61715247,Trung bình
-3.406843825,4.472881471,Trung bình
0.3461116,3.249519619,Giỏi
2.587327694,-0.549614279,Trung bình
7.22603811,-0.032577975,Trung bình
-5.337523726,0.065800225,Trung bình
0.82575867,-4.850856148,Trung bình
-0.824443,0.440362189,Trung bình
4.763390028,0.793892138,Trung bình
-0.547200474,-0.684772201,Trung bình
0.939049099,2.563621931,Trung bình
6.292832242,0.305873562,Trung bình
2.92403206,-7.281902764,Trung bình
-0.571898557,-5.315186357,Trung bình
-0.728447722,7.677015885,Trung bình
1.40462498,-0.225597612,Trung bình
-1.25265518,-6.290793482,Trung bình
4.543779473,-1.948862719,Trung bình
-4.700926229,-5.371836918,Trung bình
-7.615413002,3.431679334,Trung bình
-2.985277888,-1.244011934,Trung bình
0.727521543,4.098235663,Trung bình
-8.189419366,2.72332183,Trung bình
0.494681984,1.130717751,Trung bình
-7.134257073,3.306468006,Trung bình
6.496100539,1.931233318,Trung bình
-11.373330158,-1.102759098,Trung bình
4.898591735,3.014183776,Trung bình
-0.664501433,0.631997191,Trung bình
5.709488266,4.616628541,Trung bình
-3.083224872,4.956869814,Trung bình
5.795732434,-8.510302685,Trung bình
-9.841960622,1.910121402,Trung bình
4.245269155,-2.755567428,Giỏi
-0.647028278,-0.452592185,Trung bình
-2.215358037,-5.462352741,Trung bình
-2.512875795,4.350616383,Trung bình
-1.529034112,4.43639667,Trung bình
0.704942706,2.555211097,Trung bình
5.188020669,8.719084079,Yếu
1.709537662,5.783648354,Trung bình
-0.314264285,2.851222596,Trung bình
1.026357978,-5.332480719,Trung bình
5.827475544,2.707064969,Trung bình
2.155220378,1.745549367,Trung bình
0.051170406,-2.474343119,Trung bình
7.512422086,0.133857694,Trung bình
-2.464742721,-5.775105502,Trung bình
-0.800170441,1.139664112,Trung bình
2.556911399,-4.264665823,Trung bình
0.691393819,5.913561425,Trung bình
3.310128248,2.308756033,Trung bình
-0.360080824,1.711736152,Trung bình
5.367323496,-0.940927924,Trung bình
-0.443117243,-3.267153514,Trung bình
0.935008526,-0.293950599,Trung bình
-3.793186198,5.226182761,Yếu
5.207531417,3.106858115,Trung bình
-3.092657162,6.091600079,Trung bình
-6.277655395,-1.439046695,Trung bình
-4.527372539,2.134307343,Trung bình
-1.16214851,-3.034364523,Trung bình
6.852039307,-7.811039098,Trung bình
1.050440931,4.872983424,Yếu
4.14543911,-8.910856698,Trung bình
-0.639019797,-0.617363852,Trung bình
-2.621079076,-1.752807175,Trung bình
-0.270223561,-0.39217208,Trung bình
-3.22307141,0.006065105,Giỏi
-0.374426085,-1.333035853,Trung bình
-3.817518526,0.507094932,Trung bình
0.107122591,2.11297316,Trung bình
-0.951874454,1.090395975,Trung bình
1.224213063,-0.646130325,Giỏi
0.79234726,1.103073603,Trung bình
3.182572992,6.437032622,Yếu
-0.30053876,-2.572077504,Yếu
1.426737864,-1.939214752,Trung bình
-4.461680383,5.170364509,Trung bình
4.549487369,0.471486176,Trung bình
-4.696334795,2.71457398,Trung bình
-0.995159739,-6.954483116,Trung bình
-3.038823526,1.674774679,Trung bình
-2.856569086,-2.086685828,Trung bình
1.818945557,2.854279689,Trung bình
-0.994830439,-3.824583114,Trung bình
4.244995709,-1.521281976,Trung bình
-0.484835478,-5.689942974,Trung bình
-2.395416258,-3.510762347,Trung bình
-6.578634946,1.845918287,Trung bình
-6.732503192,0.388702926,Trung bình
1.470782855,4.368137654,Giỏi
1.331945757,-1.865220506,Trung bình
-0.752156524,4.851389881,Trung bình
-6.072412778,0.604877365,Trung bình
5.548493583,-0.414961547,Trung bình
2.972841873,-4.230244414,Trung bình
0.660856555,-2.221200329,Trung bình
-7.679164608,-5.250720512,Trung bình
3.237649011,-0.203057177,Trung bình
2.711620045,3.964787788,Yếu
-2.309194462,-0.037337259,Trung bình
0.055265325,-1.24670003,Giỏi
-3.994294122,-8.360066044,Trung bình
0.265534442,0.802280785,Trung bình
0.181432624,-1.120693215,Trung bình
2.204699926,-1.81719251,Trung bình
-2.348604631,9.22618905,Trung bình
0.037177547,7.380304713,Trung bình
-1.002139142,-9.808506669,Trung bình
-3.142449136,0.800464969,Trung bình
1.088760906,8.180621893,Trung bình
2.925441282,-1.963430624,Trung bình
-6.828326526,0.734543249,Trung bình
1.311985847,-0.301703934,Trung bình
-1.516215473,-2.828735149,Trung bình
1.200201085,-0.939962087,Yếu
-1.616041497,1.581486808,Trung bình
-0.517482986,0.716173152,Trung bình
-3.306405157,-7.966071504,Trung bình
2.112239161,-2.089719881,Trung bình
1.906761955,-0.072899654,Trung bình
0.716253948,1.80271274,Trung bình
2.853479039,3.70600394,Trung bình
-1.186653805,1.863377624,Trung bình
-1.625659132,5.174782051,Trung bình
0.968505732,-6.305109936,Giỏi
-6.47277152,-4.118046437,Trung bình
2.425972405,1.329563387,Trung bình
-2.912355781,7.59764326,Trung bình
-3.352933633,3.546313307,Trung bình
-4.336441394,7.637623599,Trung bình
-4.724508193,-2.124078163,Trung bình
4.189925831,-1.577941044,Trung bình
-4.461080963,-0.737039373,Trung bình
2.321611817,-4.187453793,Trung bình
-2.31789061,5.587688865,Trung bình
-5.50616313,3.071282369,Trung bình
-2.836889816,-4.646978058,Trung bình
0.013660339,-7.648570744,Trung bình
-2.45228443,-1.042400652,Trung bình
-0.79946603,3.812966487,Trung bình
-11.987263955,-7.287677289,Trung bình
-3.604788755,-2.459668922,Giỏi
-0.221128195,-1.52495906,Trung bình
4.944576147,7.231980969,Trung bình
2.902644715,-0.696201457,Trung bình
-2.321894346,1.217489012,Trung bình
1.550097286,0.681357456,Trung bình
3.964814995,-8.103849928,Trung bình
0.571265257,1.108164577,Trung bình
0.385435076,5.664326692,Giỏi
2.50943499,-3.328021609,Trung bình
0.714533892,-0.738427062,Trung bình
-3.613050512,1.491964646,Trung bình
12.026779986,-3.304970896,Trung bình
5.805211422,-4.507313177,Trung bình
-1.785879442,1.897440322,Trung bình
-0.032295936,-4.93149114,Trung bình
-3.774876539,-5.274012486,Trung bình
3.822264806,4.549610349,Trung bình
-4.414789097,1.939162907,Giỏi
-0.655632006,3.132315265,Trung bình
-5.443312564,2.230046748,Trung bình
-1.534390597,6.630390708,Trung bình
-5.342965403,-3.022512009,Yếu
0.798574658,-4.48946521,Trung bình
0.093902639,5.413822337,Trung bình
2.167196582,0.279039433,Trung bình
-3.955789746,-5.441850042,Trung bình
2.020749638,-5.523472132,Trung bình
-5.682139138,-2.076736234,Trung bình
4.242906028,1.562932331,Trung bình
-0.663565066,-4.607398767,Trung bình
-0.197564079,-5.93627917,Trung bình
4.122016231,3.394749755,Trung bình
0.767606236,-2.620868318,Trung bình
-1.412851033,-2.659578938,Trung bình
3.526345968,1.152755655,Trung bình
-6.088552886,-1.653113257,Trung bình
-2.922827138,1.068935625,Trung bình
5.249894391,3.872065953,Trung bình
-2.134830851,-3.160008185,Trung bình
-0.082364063,-4.053287066,Trung bình
0.254638764,3.351673253,Trung bình
1.41266833,-3.477727929,Trung bình
-1.775630066,0.490393851,Trung bình
-0.912733236,-5.48019665,Trung bình
-1.251997796,2.362385225,Yếu
2.426156339,-2.582385063,Trung bình
-0.991267812,3.547358305,Trung bình
-1.796708324,-3.087623653,Giỏi
-1.940869316,0.107421712,Trung bình
-2.951585086,4.910974074,Trung bình
2.417072176,8.170266222,Yếu
-4.960191259,-2.127687289,Trung bình
-8.632761084,0.1343451,Trung bình
1.409431439,-0.183550593,Giỏi
-4.743082928,0.742606507,Trung bình
-0.854552389,-1.62713122,Giỏi
-2.780831341,0.294490332,Trung bình
0.039482803,-6.515250063,Trung bình
-0.994415355,1.595267352,Trung bình
-3.11331166,-4.17572348,Trung bình
0.486697668,-3.459405883,Yếu
8.661453345,0.09204539,Trung bình
-4.338994496,4.764819614,Trung bình
-2.303879753,-2.546063163,Trung bình
-4.712781538,-3.204322921,Trung bình
1.867640091,-4.424819044,Trung bình
-2.150861916,0.140201153,Trung bình
0.66142986,-1.332314304,Trung bình
0.189157029,-3.903801213,Giỏi
0.688157124,-2.629324083,Trung bình
-1.544001324,3.870692831,Trung bình
0.656529957,-1.967486732,Trung bình
-6.343939237,-2.253224489,Trung bình
0.973826504,0.795388026,Giỏi
8.539659226,2.301960736,Trung bình
-3.572455964,-2.814799917,Trung bình
-0.640544262,-1.867712813,Trung bình
-0.153176882,4.80470834,Yếu
2.641575607,-5.761079526,Trung bình
4.784842313,2.403342932,Trung bình
-2.49229051,2.779825323,Trung bình
-0.724719208,5.127191658,Trung bình
1.840637405,1.758366517,Trung bình
4.157776657,0.069907381,Trung bình
3.175434541,-0.145909762,Trung bình
-3.708791625,-3.008795721,Yếu
-2.644729743,0.057206391,Yếu
-2.580767614,4.147462874,Yếu
-3.217711365,0.927280944,Trung bình
1.839304805,0.667585128,Trung bình
0.676875889,1.794173323,Trung bình
3.773375947,3.005023614,Trung bình
-2.330581089,2.752203056,Trung bình
-8.249825779,-1.619576443,Trung bình
-2.669369118,3.855922475,Yếu
0.345580415,0.563019631,Giỏi
-0.737245275,0.976858598,Trung bình
0.090623747,-7.175978488,Trung bình
1.119445675,2.389180088,Trung bình
0.233735943,3.937852458,Trung bình
-1.493045999,0.8844477,Trung bình
-4.738697213,2.257603475,Trung bình
-2.831575986,-7.712783573,Trung bình
4.136849897,-5.725930226,Trung bình
-2.565937065,-3.059909179,Trung bình
2.461995767,0.368791071,Trung bình
5.189620064,-4.952403093,Trung bình
-9.428539257,1.05381939,Yếu
2.417859698,-3.415883516,Trung bình
-0.841117523,-1.573368485,Yếu
-0.086970919,-3.404755027,Trung bình
-1.946055653,-4.971159722,Trung bình
-8.229799534,0.594039001,Trung bình
-8.300500479,-2.353427965,Yếu
2.963550192,-2.309595709,Trung bình
-0.295910556,0.76788457,Trung bình
-0.024955687,-2.485638151,Giỏi
0.497953402,2.003770779,Trung bình
-3.877553164,-3.492266029,Yếu
1.207354759,-1.867295292,Yếu
-6.560965123,1.137807978,Trung bình
2.612809496,-1.04571232,Giỏi
0.672796353,-2.063368137,Yếu
-0.922652354,-2.913181254,Trung bình
-4.361203824,6.459590891,Trung bình
-3.545825697,-1.183350246,Trung bình
0.470229717,-5.167314126,Trung bình
0.6346767,-4.390610313,Trung bình
-1.327516076,-1.966882491,Trung bình
4.822864379,2.458943619,Trung bình
3.359410649,-3.583598913,Trung bình
-1.87707532,8.256857536,Trung bình
1.721210886,-0.171815581,Trung bình
-0.95043917,8.875866045,Trung bình
-0.634588253,6.623040924,Trung bình
-0.672475218,-3.845096117,Trung bình
1.065627359,-0.380508735,Trung bình
-1.706695951,1.22718222,Trung bình
0.23786386,-4.065516657,Giỏi
-2.661884499,-5.456513003,Trung bình
6.855161189,0.405239552,Trung bình
-1.417013885,3.626506091,Trung bình
-3.780971202,1.969230087,Trung bình
1.311833629,-2.924764156,Trung bình
-7.999105897,7.609377217,Trung bình
5.243804124,3.906400571,Trung bình
-3.743158907,-4.616697686,Yếu
-8.227740801,0.169211421,Trung bình
-0.302179222,4.07192876,Yếu
0.8827314,4.421523009,Trung bình
1.854754434,-2.194641299,Trung bình
4.860117569,-2.387597715,Trung bình
-1.975657809,2.793837536,Trung bình
-4.019568276,0.782569956,Trung bình
-1.14552933,-1.994686073,Yếu
3.347264938,0.809114418,Trung bình
5.874436588,4.41583305,Trung bình
3.242599607,4.062022864,Trung bình
1.484024136,-7.748775104,Trung bình
0.748561709,-4.785428034,Yếu
0.367528378,-4.447808959,Trung bình
5.50278641,-0.16776307,Trung bình
5.373361184,0.923962772,Trung bình
-0.597926464,-3.344924086,Yếu
-2.337927666,-0.066841364,Trung bình
0.872992219,-2.310438679,Trung bình
5.30175465,-2.922844962,Yếu
1.42925612,-0.78843496,Trung bình
-0.606655105,-3.153734436,Trung bình
4.651117938,-3.325529638,Trung bình
7.387826065,7.063263896,Trung bình
4.19673576,-0.983695093,Yếu
6.182189074,1.596912287,Trung bình
0.686889536,5.807088875,Trung bình
-7.170567386,-1.682986146,Trung bình
-5.689659133,-5.926765119,Trung bình
0.714617242,-3.436038478,Trung bình
-4.809203709,4.708772096,Trung bình
5.420110914,-0.357304409,Trung bình
-4.116678904,-0.58780448,Trung bình
-0.218145443,2.942726417,Trung bình
1.525872765,2.004439499,Trung bình
2.026125871,-5.134753407,Trung bình
1.18370335,0.955138086,Yếu
-4.687336205,-7.508855534,Trung bình
1.964550974,1.868301703,Trung bình
-7.226117583,3.964110443,Trung bình
1.174781222,3.555982172,Trung bình
-3.398382841,-0.884116338,Yếu
-9.028315778,2.701663977,Trung bình
-0.470439853,1.900986025,Trung bình
4.899664299,6.530368978,Trung bình
-3.700982623,3.181610573,Trung bình
-4.447054006,-0.41261448,Trung bình
2.818544279,-0.351664353,Trung bình
4.815768352,-4.010190641,Trung bình
-1.80620503,-9.823704081,Trung bình
2.817653057,-5.143528304,Trung bình
-7.629787322,4.515969998,Trung bình
2.439396078,0.688912094,Trung bình
1.883419257,-2.751937879,Trung bình
0.834336781,-6.138211647,Trung bình
0.422922824,-1.767739535,Trung bình
-3.75007249,-2.109610259,Trung bình
-2.661093257,4.306860711,Trung bình
-2.494390472,-1.208368928,Trung bình
4.031053143,1.825114169,Giỏi
7.854637093,-3.873465449,Yếu
-2.840328367,0.100388552,Trung bình
1.304647996,1.869165526,Trung bình
2.991306353,-3.247780495,Trung bình
1.228377904,-4.361122629,Trung bình
0.127419019,0.962301965,Trung bình
10.365429475,-3.575810876,Trung bình
-2.302729867,-3.728136029,Trung bình
-1.497586897,-2.256190544,Trung bình
-0.86906781,6.850854592,Trung bình
6.017990838,2.70509868,Trung bình
1.987764043,-0.310042786,Trung bình
3.432864195,1.447979086,Trung bình
3.033032058,-4.158476495,Trung bình
3.72710109,-7.446767896,Trung bình
-2.805372081,1.321967824,Trung bình
-0.823866719,-1.380606298,Trung bình
-7.223561219,4.118697844,Yếu
1.559065985,-4.128887058,Yếu
4.535274435,-0.07017389,Trung bình
-2.611284984,0.820341133,Trung bình
-7.076751289,2.642078939,Trung bình
0.058010089,-1.867156627,Trung bình
0.685811776,2.524841691,Trung bình
4.017608586,-6.78174663,Trung bình
-2.857612841,4.172871954,Trung bình
5.043298247,-2.596861364,Yếu
0.45110745,1.97363509,Trung bình
4.677575696,-0.556617291,Trung bình
