signal_0,signal_1,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52,noise_53,noise_54,noise_55,noise_56,noise_57,noise_58,noise_59,noise_60,noise_61,noise_62,noise_63,noise_64,noise_65,noise_66,noise_67,noise_68,noise_69,noise_70,noise_71,noise_72,noise_73,noise_74,noise_75,noise_76,noise_77,noise_78,noise_79,noise_80,noise_81,noise_82,noise_83,noise_84,noise_85,noise_86,noise_87,noise_88,noise_89,noise_90,noise_91,noise_92,noise_93,noise_94,noise_95,noise_96,noise_97,noise_98,noise_99,noise_100,noise_101,noise_102,noise_103,noise_104,noise_105,noise_106,noise_107,noise_108,noise_109,noise_110,noise_111,noise_112,noise_113,noise_114,noise_115,noise_116,noise_117,noise_118,noise_119,noise_120,noise_121,noise_122,noise_123,noise_124,noise_125,noise_126,noise_127,noise_128,noise_129,noise_130,noise_131,noise_132,noise_133,noise_134,noise_135,noise_136,noise_137,noise_138,noise_139,noise_140,noise_141,noise_142,noise_143,noise_144,noise_145,noise_146,noise_147,Target
,,,,-1.229088434,-0.970228969,1.666252494,-0.190975841,-0.089599203,1.101190704,0.602637336,-0.262079217,1.146469005,-0.684009861,0.283662645,-1.255258537,0.260211261,1.017742444,0.871301573,0.902145679,2.887772543,-0.267566196,-0.903746331,0.456044399,-0.880331791,-1.13291018,-0.252402108,1.980278664,0.689033602,0.380493971,-1.672780343,-0.622921911,1.432559953,-0.269968333,2.194939072,0.448048393,-0.150465013,-0.3139767,-0.065050628,-1.451820586,0.973061767,0.441698176,-0.256192772,-0.111510952,0.809790156,2.029766443,1.531572474,0.185756751,-0.822610087,-1.533310435,0.122694218,-0.783237099,0.15519813,0.290648365,0.71692668,-1.171530651,-0.887134442,-0.314188714,0.260500752,0.201583429,2.57807252,-2.259261155,1.110234392,1.058719605,-0.915298697,-0.472321215,1.761574404,-0.622166664,-0.605549937,0.119933809,0.512345226,0.997559983,1.040681509,0.781850927,-1.908018171,-0.041344473,0.664869232,0.684751672,-0.709967885,-1.022678505,-1.091557528,0.465527504,1.007256096,0.141874112,-1.069926308,0.179604432,-0.951884574,-0.736986102,-0.368615778,-0.798521512,-1.130217732,1.549372146,-1.887852963,-0.591579475,-0.215781887,1.227962487,0.294667082,-0.281544168,-0.741191414,1.147272055,-0.806624775,0.211149659,-0.16939339,0.480053352,1.571107706,0.705494872,-0.128916966,1.675706581,1.579814848,1.139521436,0.282035754,-0.771109633,-2.366040171,0.21143702,0.773993568,-1.337118442,0.415484702,-0.445433943,0.510250287,-0.616549414,-0.726054079,-0.061086098,-1.176385534,0.961564788,0.020241883,-1.144580319,-0.615579799,0.590223671,-0.301433392,0.709917676,-0.995122725,-0.279716436,-0.072202988,2.226906324,-0.727952651,0.62653423,0.471464047,1.747799634,1.359575139,-0.462558501,-1.049305388,-1.415750025,0.235973481,1.013807474,1.143814413,-0.261093062,0.044374547,1.426050441,-0.763195716,-2.475329017,2
1.255756126,-0.894607302,-1.13468451,1.601826821,1.862515537,-0.420790064,0.93662821,-0.145007394,2.180909799,-1.492909449,-0.178287226,-1.447256999,-1.586686092,-0.115892463,-0.450429675,-1.011310944,0.837192538,1.29874885,0.512868583,-1.876761984,0.339496497,0.329726628,-0.842245968,0.345855832,-0.506966255,-0.820337119,-1.182718491,0.834341765,1.293429762,-0.141322459,0.98471863,1.526475461,0.131306823,-0.077409839,0.469629519,-0.837750738,0.546885116,0.151095514,-1.306696181,-1.294991418,-0.985302357,0.512646787,-0.337346063,-0.025032824,1.366319146,0.442815474,-0.642511209,-0.987096496,0.305105753,-0.971069083,1.253027841,0.245773425,0.129173159,-0.954962598,0.619370843,1.128445198,-0.136271011,0.928226293,-0.404835748,-0.06228,2.086033118,-0.371480186,0.539684984,-0.389095255,0.280439871,0.696127886,-0.900829063,-0.705186618,0.567666818,0.161628106,1.172474884,0.269919186,1.860169371,0.696818423,1.878651002,1.689521334,-0.642002752,1.48039431,0.940269721,0.870309697,1.185010114,-0.309179951,0.328461894,-0.420547009,2.309845,-0.752849373,-1.278438781,-0.817535453,-0.054999698,-0.061803764,0.890153447,0.030994623,-0.494794221,0.48293713,1.164833981,0.207130798,0.86865428,0.08338141,-0.259824586,0.69834841,0.22863128,1.004419781,1.542217929,-0.113325988,0.646902213,1.068015047,0.41030071,0.51013503,0.143392449,0.2554233,0.521867716,-0.607785921,-1.698388633,-0.087713249,-0.169154865,1.62010715,0.29617569,0.562023815,-0.411559711,-0.595872613,-0.8346403,-1.260211084,0.726429455,0.306630762,1.477261106,0.549717254,0.242875826,-1.981372523,1.908309817,0.039164174,-2.083812614,0.225785185,-0.810900534,-0.846598696,0.266503175,-0.587472685,1.026688763,-0.115463052,0.399901705,0.566588706,0.25183477,0.214323114,0.141633028,1.493503288,0.843894552,-0.690818771,-1.111502811,-0.794012763,0.42781456,-1.104387136,1
0.324083969,-0.38508228,-0.992866001,-1.445205264,0.666269672,0.577978524,0.577363525,-0.128659446,1.406934746,-0.484118495,0.955269237,-0.038742895,-0.608350765,0.592530307,0.409636119,0.356972759,0.081278422,-0.037893082,2.388371993,1.184256645,0.722826895,0.111799158,1.007157201,0.517994776,0.026204753,-0.303564325,-0.080917338,-3.170425736,0.210600839,-0.48847608,1.592669998,0.019344071,-1.18896342,-0.049880154,-1.046121085,0.473407416,0.290947364,0.957839631,-0.790881792,0.034008096,-1.365021795,0.701494782,0.51887118,0.495805021,0.001619031,0.414772891,1.604339108,-0.285094257,0.138645184,-1.086126299,-0.868260962,0.097813293,1.103933547,-0.256280824,-0.235916529,-0.406885245,-0.534756671,0.294971456,-1.497257645,1.280939577,-0.665422298,0.721903485,-1.269998597,0.668840131,0.671944608,0.384202072,-0.994428522,0.24954819,-1.183056185,-0.252763255,1.029413101,0.796701927,0.015182943,-0.974806576,0.645587712,0.019381238,-2.320315598,0.782629826,-0.024232834,1.202451248,-1.095270519,-3.176703813,0.279083858,0.291563677,-1.690671628,-0.978499546,2.755217744,-0.305610614,0.730958976,-0.650659827,-2.090302899,-0.170258247,-0.26560456,-0.399878239,-0.114640836,0.264268272,-0.150116951,-1.264006168,0.486184792,-1.949371755,-2.050357457,0.739180495,0.507020272,-0.057395365,-1.395448505,-0.707910941,-0.262746748,-1.595893969,-0.739028658,0.652330338,1.427305364,-0.419434753,0.756488354,-1.914060071,0.659451241,-0.803948415,0.307345617,-0.247752418,1.32041401,-0.874435648,0.627606298,-0.279507463,-0.158305478,-0.183853893,-0.845673104,-0.014098966,-0.062648222,0.241240248,0.084505146,0.79799455,0.923508616,-1.050623322,0.868772501,-1.186336427,0.587855888,0.619738785,-1.911316892,0.092979247,-0.468496113,-0.758765258,1.350852331,-0.653679141,-0.806376929,0.07569494,0.685589746,-0.141648586,1.166370546,0.530975662,-2.17821132,-0.529466964,1
-0.662623759,0.570598669,-1.984409018,1.532639468,0.401096751,-0.121712979,1.760127464,-0.346548938,-0.144415165,-0.345102721,1.076291285,0.813822932,0.278618862,-1.051767548,-0.370233594,-1.052084267,1.160367822,-1.574727358,1.594371188,1.287652877,-0.918528891,-0.416484264,-0.712430404,0.430233798,1.412448227,1.185619316,-0.432930473,1.254807068,1.171822034,-0.188833909,-0.009458478,1.541714085,1.05836188,1.224783985,2.585384112,0.547267016,0.325664721,1.357937461,1.987820911,-0.611393931,-0.201858521,-1.018570621,0.342749974,0.889258604,-0.948877285,1.13379552,-0.453326913,-0.534790754,1.129938253,-0.625140558,-1.403498477,0.74365711,-0.131702297,1.198058833,0.832990671,-1.748298361,1.315534423,1.899749953,1.033603509,1.073860424,-0.247672081,-0.476695354,0.212444695,0.919905358,0.894733608,-0.437782648,-0.539159098,-1.490153446,0.646919925,-0.389781274,-0.301044797,1.72787518,0.598388907,0.322898686,0.83019729,1.420614007,-1.61748076,-0.565628437,-0.232134799,-0.978341932,-0.265221573,-1.551134901,0.92217926,-0.517504591,0.200956398,0.05130862,0.557419401,-2.460889575,0.450263721,-0.27509172,0.406863927,-1.179453208,0.41367407,1.29851186,0.18976626,-0.717240827,-0.673531393,0.576241301,0.569644312,0.356541983,-0.03752503,0.202959975,-0.064909083,-0.380881039,0.75747691,0.310116841,1.290541662,1.11686538,0.277480532,0.595380633,-0.957187265,-0.077589478,0.34266283,-1.582736055,0.42942206,-0.959226975,-0.849583891,-0.529485557,-0.030506666,-1.328028557,0.856643475,0.177418239,1.924979031,0.300080456,0.570805178,-0.853864268,-1.181810291,0.619156122,-1.093289966,0.641849486,1.706524472,0.945768686,0.570446616,0.26949711,-0.383959959,-0.114561139,-0.565428674,-1.315404218,0.035427343,1.107889062,-1.288798514,1.398496433,1.217184233,0.396998824,0.405045348,-0.1862464,0.042016603,-0.463585474,0.031638078,0.139826161,0
-0.808493603,-0.501757044,-0.59139473,1.555198534,-1.114532315,-1.739205152,1.106710424,-2.274621031,-0.204129769,3.117681129,-0.012043553,-1.120767651,-0.057397464,-0.050800789,0.16064994,0.662262982,-1.039111168,1.687548055,0.245114284,0.726794046,-0.6281494,1.286382137,-0.257052409,0.277552513,-0.933106077,-0.996931626,0.688205306,-0.44360683,-0.853823088,-0.643183342,0.698953072,-0.629037861,-0.117654932,0.01502775,-1.917348886,-1.471126405,0.336277889,-0.737029361,1.056724911,0.966807104,0.719168666,1.819771787,-0.083089328,0.648881926,-0.584400977,2.452369913,1.983633652,0.011880435,0.38658623,1.359297599,-0.147139505,-0.656624071,0.873989751,0.078439246,0.18299445,-0.834271343,-1.717672148,0.23614241,0.904962041,-0.225806749,1.43642952,-0.703916325,-1.054704455,-0.067230307,-0.082592575,0.769968731,-0.774962824,1.368094237,1.966916963,-0.039144027,1.24971042,-1.056497071,1.075221541,1.047276409,0.86343728,-0.015563089,-2.954248941,-0.641727144,-0.625916018,-0.978254938,0.122243005,-0.418963446,-0.82461201,-1.058800148,-0.715512985,1.121499212,-0.661025055,-0.514938706,-0.456697615,0.338993514,0.456249489,-3.044656539,1.021635214,1.436368034,-1.050186537,-0.972298245,-0.450253388,-0.756004019,0.223926874,-1.946525286,-1.117927608,1.5391972,-0.928219967,1.243428278,0.355338196,-1.809267715,0.635329195,-0.117667302,-0.455467056,0.244957093,0.474633486,0.707591822,1.178252848,0.408135913,-1.375634089,-0.473645458,2.943048335,0.72449106,2.369287301,1.395434082,0.241802072,0.30140707,-0.03658004,-1.737804616,0.018047252,1.210674553,-0.599639995,0.411952999,0.851591046,-0.909680439,-0.451302864,-1.01791149,-0.822165607,-1.287605284,-0.900448461,1.419455681,-0.915477029,0.126459219,-0.502868754,1.178865937,1.311162297,0.864069982,0.306134553,-0.231059537,-1.191874704,1.943528881,-0.759673018,0.663646347,1.059565573,-0.555280497,0
-0.908024076,-1.412303701,-1.517873747,-0.357029201,0.890383164,0.575205016,0.500665721,0.049773687,0.007063159,-0.660321139,0.69882842,0.420972944,0.492018848,-0.526034843,-2.15334292,1.097152712,-0.478837456,-0.862775764,0.693478912,-0.39201264,1.059936384,0.61700595,0.683569323,-1.365955711,1.211943985,0.261250531,-0.369277139,0.143388467,-1.776235233,0.408652811,-1.029371508,-1.352670286,-1.522359186,1.112688375,-0.629263394,1.53372771,-0.535801463,-1.707357958,-1.11652444,1.23581162,-0.155898178,-0.548287296,0.160018226,0.501782736,1.117398816,1.44849923,-0.359768646,-1.326047686,-0.413465161,0.260280507,-0.963758926,-0.957150915,0.343787882,-0.048652352,0.032796995,-0.758495335,-0.230400714,-0.924233144,0.890198411,1.035249335,-1.846187862,-0.92951086,-1.496529255,-0.650023934,-0.08343797,-1.44964522,-0.921859813,-1.003957372,0.207267329,0.069344337,-0.721737553,0.176820872,-0.546680085,-0.27165511,1.67345209,1.340461052,-1.299581237,0.829732418,0.811396554,-1.148263289,0.818777644,1.537931918,-1.122544806,-0.917502821,1.017661467,0.271495311,0.551476275,0.340589216,0.390695921,-1.326472128,1.047317707,1.169589992,-0.229390744,-0.04347695,-1.531107503,0.514254756,0.572057442,-0.062191017,1.12435336,-0.334077231,0.564605926,-1.019664339,-0.023552151,-0.174354258,0.225307922,-0.369526929,-0.131472596,0.826047171,-0.436764237,-1.606577101,1.749583904,1.381454079,-1.292262695,0.689707805,-0.502974771,0.263487215,0.294224129,-0.2344078,-0.783765666,-0.690541052,-0.916191915,-0.831822208,-0.06717829,-0.715759989,0.682052066,1.487246155,-0.580053241,0.239404501,0.49968511,0.472002271,0.075955268,0.742682418,0.482248953,-1.237662422,0.869156064,0.887290837,-0.763286104,0.037937835,0.683328993,-0.20931382,1.072978048,2.363872495,-0.785986033,-1.381044603,0.303818596,0.721562505,-0.230866374,1.453260663,-1.3386058,0.692918623,1
0.529804178,1.441568621,0.580102747,0.315195585,0.161396914,1.636850511,0.269729527,-0.417837776,-0.295190411,-0.76430475,-1.018636289,-1.38934242,1.134232447,-0.718307057,0.315915475,-0.299866234,-0.029223995,1.153801118,0.176656428,-0.92267475,-0.564112539,0.859946028,0.483178537,0.922413321,-0.238501433,-1.396043815,0.506647989,0.252818905,0.279008887,-1.381743641,-0.640216466,-0.938368251,0.399366643,0.433794074,-0.043487891,0.967584719,1.490711657,0.353056373,0.67107103,-0.54155004,-0.725428482,1.009743886,-0.874742257,0.697063354,1.719471167,0.653481878,-0.080932458,-1.340324262,0.163302791,1.009096134,-0.178959943,1.021493928,0.365024029,0.291340549,-0.316788262,-1.456043831,-0.425110838,-0.433054324,0.575440826,-0.015224626,1.083168021,0.281353023,-0.504349823,-0.814875776,-0.60337469,0.160768936,-0.372793208,-1.076439287,1.006715856,0.152311358,0.274719495,-0.822623765,-1.041597739,-0.16223599,-2.028215419,0.77981331,-0.704023374,-0.267704744,0.426919298,-0.224635078,-1.168374456,1.50570036,-1.532582009,-2.236545107,0.874600336,-1.459431191,1.252782875,0.376888204,0.283003726,-0.569028301,-0.825400451,-0.376254172,-0.877217882,1.207668005,-0.742748762,0.506347261,1.005207728,-0.88118454,0.376591418,-0.893879815,-0.173525724,-0.458634936,-0.695440504,0.157786372,-1.214116835,0.929225912,-1.081537702,-1.267088556,-0.252296536,-0.372502354,0.355557206,0.084832426,-1.627360484,0.986566825,-0.277339457,0.241459299,2.20215522,1.28644228,0.210529263,-1.373069834,-1.35633497,1.162044338,-0.401815747,-0.168414858,-1.145468468,0.445851228,1.14141282,1.523550126,-0.448149819,0.644878466,-0.095086819,0.880278568,-0.003967201,-0.824126096,1.320157593,0.098539154,-0.351459753,0.177780134,-0.736640305,0.415252127,-0.196299743,-0.794794907,2.376899333,-1.007292328,0.353283671,0.056796539,-1.025597276,-0.33733069,-1.342551558,2.06648922,2
1.179297184,0.067518481,-0.102312586,0.622823015,-0.699982906,-2.025539331,-0.566999168,-2.137448706,-0.236862867,1.468647015,-0.905285022,-2.106043858,1.500256991,-0.475354763,-0.015738382,0.788279969,0.523172765,0.75051242,0.90042899,-1.746114633,-1.41434774,1.171169663,-0.781739143,-0.672645845,-1.262842522,-0.404947889,-0.349316064,-0.937460688,-1.053082745,0.318663092,-0.807669267,-0.606312257,-2.186278347,1.938200243,0.941824029,-0.494806053,-0.899080936,0.010888797,-0.01653359,-1.27596657,-2.550536229,-0.526075908,-1.563374531,0.171379947,0.178081567,-0.973212698,-0.534584268,1.763041692,0.775128526,-0.452252771,2.291959327,-1.196937412,-0.812694725,-0.110514171,-1.531007065,1.790309165,0.183152039,-0.789948857,0.447786951,0.146055848,-0.304651084,-1.208515167,-1.436211926,2.186800997,-1.352734885,1.697965519,-0.844759148,0.790032568,0.46543309,0.6654187,0.732014272,-1.611565622,-0.676345992,-1.368047959,0.189301061,-1.323344332,-1.981047177,-0.237477337,-2.209079052,0.258738195,-1.257629523,-0.840579748,-2.280415973,1.650102214,-1.462914887,-0.364001235,-1.791738592,-0.835667808,1.751821781,0.297476735,-0.723630996,-0.03417348,-0.560559057,-0.09242058,0.743868719,-0.33109799,0.219991474,0.236495498,-0.326145647,-0.73592599,-0.525183357,0.699185252,0.782416705,-1.137794331,-0.260989334,-0.752921869,0.79995243,-0.47120304,2.200923818,0.21789739,1.181996454,-1.014610827,0.011722149,0.616173098,-1.033300242,0.020342712,1.051859032,-0.327450008,-0.851752505,1.802959455,-1.171745302,0.155890628,-0.708276338,-0.936834239,0.741657083,-0.205535912,0.405886465,-2.255145721,0.503119782,-0.720595912,-1.878851951,1.884739555,0.601013526,0.227277413,1.24941885,0.247569281,-0.79861401,-0.17496761,-0.678366213,-0.500352893,-1.257703666,-0.970020576,0.894585533,0.332075439,-0.503013053,-1.028031864,-0.405396979,-1.683849803,0.126630599,0.945471482,2
0.829405581,-2.211135309,-0.544627192,0.757700841,0.200603185,-0.383820551,0.00663173,1.29795684,-0.171819836,1.309107521,-0.119966499,-1.412427134,-0.146740378,-1.490305685,-0.317712095,-0.356118401,1.816855658,1.609367641,0.085397783,1.211356431,-0.39774249,-1.427243952,0.527826553,0.361382728,-0.937529558,-0.89330261,0.939566764,-1.683530003,0.558181076,-0.314475797,0.559563607,0.988305727,-0.874323815,-1.140172482,1.466286421,-0.057186394,0.327747836,0.910770703,-0.961288026,0.901961874,0.640153206,1.470022865,1.452582979,0.063436533,0.753056177,0.044551205,0.145244156,-1.128859177,-0.224495166,-1.794765201,-0.137480463,1.320042761,0.777929252,0.112248138,-0.202044857,-0.540319955,-0.918510115,0.818668918,-1.535033917,-1.558009074,0.904357813,0.207853102,0.044825299,0.207060584,2.010085713,0.056038822,0.293290539,2.058058035,-0.063591193,1.726317943,-2.107012102,-1.161880163,-0.667971918,0.583991787,1.773990423,-0.590819212,0.978252418,2.237225074,1.564760674,-0.403873399,0.868562841,0.33940668,-0.6594511,0.427293115,-0.473809902,0.124353649,-1.378397711,-1.762930987,-0.286536893,0.318141562,-1.127863682,0.526295254,0.042749513,0.650251688,0.945638555,1.343576643,0.603272061,-0.295264341,0.188862754,2.329180931,0.985464712,0.071536065,-0.150533806,-0.598239367,-1.187198553,1.70811337,0.478499048,-1.26885415,-0.125338591,1.270488468,-0.446940158,-0.814486667,0.35676879,0.658150383,-0.4456829,-0.599538585,0.460587117,-1.124845326,-0.538201963,-0.120359248,0.739032053,-0.427673085,0.563286905,1.166035006,-0.506438044,3.222928442,1.419578908,0.272453301,-0.181786522,-0.555319886,1.661270012,0.210499706,-1.438819298,-1.712121732,0.112441659,0.13444537,-0.916970768,-1.514436821,-1.963088896,-0.759330071,-0.362748055,0.691771235,-0.130333959,1.063987229,0.605071496,0.513230061,0.979248644,-1.386694564,-0.536243851,2.401414527,1
2.122156197,1.032465261,0.78452726,-0.567195151,0.643235419,0.389865158,0.478300392,0.033601707,0.383644385,-0.119454401,-0.635306534,-0.963499061,-2.385008798,-0.181109562,1.519378183,0.730080093,0.227709118,-0.734004994,0.997339226,-0.119309312,1.574934314,-0.981087263,-0.749969528,-0.847269944,-1.48211837,-0.937044685,0.10321626,-0.712201025,-3.856375329,1.074273297,-1.684093729,0.589228285,0.03121459,2.117372816,0.996957482,-0.504604595,-0.702063562,1.502727681,-1.475871097,0.190879936,-0.131120463,-0.343226069,0.353513984,0.189559861,0.457400743,0.138975652,0.417681405,0.093365193,-0.659426887,0.00400126,-0.71438656,-0.780376605,-0.336150003,-0.119423161,0.035225306,0.916378827,-0.498464083,0.196851926,0.118027714,-0.608628287,0.073740786,1.002721415,0.186506217,0.226583929,-0.705328331,1.968858851,-0.64835637,-1.667783461,0.86018412,-0.11481704,-0.303041821,-0.54555378,1.871714624,0.354590279,0.549751222,0.162615624,0.270049613,1.398624611,-0.250854661,-1.456937546,0.868054654,0.496701612,0.107979813,0.470753242,-0.37074422,0.020692583,-0.131700254,-0.591488257,1.189172783,-1.412258627,2.360882172,0.877362209,-1.777975535,-0.224166329,-0.168545916,0.391886629,-0.989378271,0.032025343,-0.121119398,-0.737618363,-0.876752231,0.918804647,-1.69658254,0.477878936,0.797510307,-0.218558338,0.05237284,1.163495,-0.704851511,-0.601652429,-0.495483681,1.165325599,1.292293747,-1.395890234,1.006240747,0.818908306,1.55359481,0.385108032,-0.04426012,1.145216687,0.698903792,2.244898414,0.958707845,0.153547976,-1.17410438,-0.580917177,-1.435954978,-0.215062036,0.926067593,-0.003671088,1.021725269,0.337573733,-0.40309229,0.087625155,0.472096691,0.139223398,0.150684229,-0.769050108,-0.432976265,2.258460796,1.22846649,-1.473840897,-2.366968958,0.076192421,0.893472894,-0.519941837,1.021658728,0.059654565,-0.16306128,0.756115176,2
-0.420186817,-0.281784609,-0.519470306,-0.859148006,0.133104775,0.219255659,-0.326155907,1.695001199,0.571089366,1.758258888,0.130864741,-0.732823736,-0.994579989,-0.123029323,0.753261418,-0.297137628,0.85689815,1.403320229,-0.806683399,-1.099497778,0.948168281,0.268977554,0.325464123,0.697362945,-1.525939223,0.441248831,0.18047119,0.461896199,-0.954780922,0.080658515,-0.48363639,1.043715888,-0.086765468,-0.600049281,-0.990839612,0.87284887,0.981196738,1.923405015,-0.322062212,-1.012948652,-0.125946131,-0.697751506,-0.62911052,0.474422101,1.092047596,0.413190145,0.113224102,0.820523174,-0.22747533,1.449921987,2.99909866,-0.62962244,1.209239499,1.210802644,0.527150097,1.28640221,0.354808369,0.64884513,0.081955748,0.140375298,0.63610648,0.42131676,-1.046979346,0.509105693,-0.245546406,-0.555999742,0.969934732,-0.933870776,-0.271111799,-1.066057201,-0.40214247,2.392847334,-0.764833285,-0.151325067,1.392026693,0.438510761,-0.138565606,-0.692903651,0.673564134,-0.323899881,2.174685746,-0.282593402,1.68999566,0.877590772,0.869001644,-0.158223468,-0.459426111,-0.259922242,1.045451835,0.524155602,-1.865964572,-1.288517598,-0.135176264,0.536252175,-0.229195161,-0.502734995,-0.984188695,0.913013365,0.099516248,1.680457265,-1.29970733,0.691222215,0.54767634,0.847143696,0.826666815,-0.507041111,-0.180645716,0.166411027,-1.002824015,1.031642819,-2.474504833,-1.162262406,-1.678098148,1.099760487,0.215609355,-0.532929938,0.096312014,0.264246818,-1.239615879,0.145952761,1.388789994,1.564952739,0.853308701,0.258296451,0.924548672,0.705711097,-1.123954817,-0.91365773,0.634655374,-0.668507618,-1.02523169,1.289369441,0.062727765,-0.064940114,-1.202939694,-0.448690581,-0.343427906,-0.905119237,-1.215465427,1.747908554,1.40940187,-0.104973476,-1.327606133,-1.7253867,-0.451568738,-2.253510071,-0.452792931,-2.021413648,-0.094263777,0.196412878,0
-1.106334974,-1.196206624,1.186145474,1.54032398,-0.553177245,-0.253951706,-0.753862114,0.382653551,1.124932545,-1.742771974,0.409438531,-0.276671772,0.113394392,0.458994002,-0.188202439,-0.103586853,-0.213875168,0.970316202,0.41875996,0.220583538,-1.270951721,-0.378579743,0.89866916,0.037696573,0.65953147,1.7665118,1.038606069,0.093158338,-0.51098917,-2.553549596,-0.168384922,-0.326012496,0.390366194,-0.153905227,-0.320385059,-1.779398931,-0.939967829,0.476651041,1.715907631,-0.097525384,0.327811074,0.952478157,-0.810893936,0.366814043,-0.740490106,0.864824438,0.151403048,0.298451814,-0.782598597,0.70703236,2.084712921,-1.007911695,-0.339759008,0.231607474,0.786406212,-0.559546285,-2.83303029,1.359189494,0.76050612,-1.74294753,-0.607568792,1.56818243,1.447796418,0.938640023,-0.176112434,0.082987419,-0.130925805,1.128239783,-0.875842406,-0.805799655,1.010274587,-0.044361456,1.378467355,-0.671512207,-0.05477836,-0.922412985,0.007362681,-1.478546937,-0.487633421,-1.436253865,0.693923233,0.71658934,-1.73026273,1.333885746,2.497415126,0.046006387,-0.64111426,2.824330591,-1.318968498,0.020106467,0.179622273,1.34514762,0.359738975,-0.498633896,-0.95118437,-0.34182182,-1.006927361,0.04782532,-0.56419618,-1.494037793,1.255145788,-0.497672523,-1.268136805,-0.168259134,0.068371566,-1.746466726,0.331647667,-1.047157569,1.711028809,0.523960512,-0.39989999,-0.74516777,-0.104967708,0.612790742,-0.025494129,-0.217158807,0.058370291,-0.603858931,-0.343205927,-2.085792439,0.973726231,0.29879778,-0.773455844,1.898734981,0.08701648,-1.036143572,0.856737421,0.398048217,0.394579985,-0.425755605,0.450495724,-0.26175829,0.555941452,-1.904944454,-0.433873463,1.722155098,-0.767067455,-0.603838297,-0.447961338,-1.214806136,-2.208280776,-0.230586399,0.135859424,-0.052505069,-0.144878562,0.043040871,1.022841472,-0.190446186,-0.574082577,-0.281125485,1
0.064280019,-1.077744778,0.010067009,1.698458702,0.58645313,0.751090543,0.041385762,-0.152377497,-1.54490937,-2.259386258,0.196272338,1.312549194,0.344133705,0.623599527,1.583717546,0.328766851,-0.1226551,-0.818524806,2.022212563,0.526547779,-0.943601716,-1.171167668,1.253063727,-1.037441696,1.853834158,-2.756462797,1.422595198,0.486894811,0.118594423,-0.175458435,1.890729849,0.707058858,-0.903203609,-1.718909956,0.177297213,-0.001071134,-1.519868037,-0.055393525,-0.573934633,0.009290068,0.725923612,1.492609947,0.908889036,-0.72144075,0.368915129,0.063107121,-1.332128955,0.398232785,1.856672338,0.032426604,-1.59418268,0.030268671,-1.213712199,0.863605507,0.524864992,-0.170910053,-0.331164266,-0.212234302,0.008274494,-0.772235021,-1.387753081,1.138698947,-0.385400976,0.167043104,0.285281951,0.32202048,-1.173817997,-1.675840165,-0.588692525,0.395711532,-0.727949867,-0.354921354,2.127297414,-1.845423885,-0.755033996,1.896604069,-0.044598672,-0.705985165,1.168768917,0.055230436,-0.348308395,0.192368927,-0.658108809,-1.017491063,-0.113596928,-1.01099696,0.010693312,0.354406567,0.853060456,1.127924986,-0.405736502,0.499414608,0.492523446,0.327818716,-0.479459411,-1.028067812,0.502001889,-1.706862562,-0.267839433,-2.553631016,-1.336402423,-0.877133938,1.096724208,0.688108024,-0.553934684,0.729369795,0.887622963,-0.160664848,-1.384378144,-0.20791231,-0.097892405,-1.232454391,0.367046793,0.279811854,0.4450427,0.278923097,0.729843035,-0.179328028,0.201785107,-0.397740284,-0.584499216,1.338249631,-2.043768702,0.876759989,-0.620540875,-0.750038178,0.261577484,-1.489609612,-0.816023072,-0.849139647,-0.221398258,-0.804137688,1.601118686,1.797016516,-2.021993523,0.544322705,0.858663439,0.542985202,-0.658113493,-0.244095562,-0.748274655,-0.420264031,-1.209965029,-0.114788822,-1.502801711,-0.200134554,-1.248581689,0.206816362,-0.679419561,0.290580348,1
